Density Values:
(-4.00, -4.00, -4.00, 4.36)
(-1.33, -4.00, -4.00, 4.23)
(1.33, -4.00, -4.00, 4.25)
(4.00, -4.00, -4.00, 4.24)
(-4.00, -1.33, -4.00, 1.76)
(-1.33, -1.33, -4.00, 1.62)
(1.33, -1.33, -4.00, 1.64)
(4.00, -1.33, -4.00, 1.73)
(-4.00, 1.33, -4.00, -0.70)
(-1.33, 1.33, -4.00, -0.92)
(1.33, 1.33, -4.00, -0.98)
(4.00, 1.33, -4.00, -0.72)
(-4.00, 4.00, -4.00, -3.44)
(-1.33, 4.00, -4.00, -3.71)
(1.33, 4.00, -4.00, -3.72)
(4.00, 4.00, -4.00, -3.23)
(-4.00, -4.00, -1.33, 4.25)
(-1.33, -4.00, -1.33, 4.13)
(1.33, -4.00, -1.33, 4.14)
(4.00, -4.00, -1.33, 4.07)
(-4.00, -1.33, -1.33, 1.66)
(-1.33, -1.33, -1.33, 1.51)
(1.33, -1.33, -1.33, 1.49)
(4.00, -1.33, -1.33, 1.48)
(-4.00, 1.33, -1.33, -0.79)
(-1.33, 1.33, -1.33, -1.02)
(1.33, 1.33, -1.33, -1.13)
(4.00, 1.33, -1.33, -1.00)
(-4.00, 4.00, -1.33, -3.33)
(-1.33, 4.00, -1.33, -3.72)
(1.33, 4.00, -1.33, -3.79)
(4.00, 4.00, -1.33, -3.53)
(-4.00, -4.00, 1.33, 4.27)
(-1.33, -4.00, 1.33, 4.13)
(1.33, -4.00, 1.33, 4.12)
(4.00, -4.00, 1.33, 4.04)
(-4.00, -1.33, 1.33, 1.68)
(-1.33, -1.33, 1.33, 1.48)
(1.33, -1.33, 1.33, 1.44)
(4.00, -1.33, 1.33, 1.41)
(-4.00, 1.33, 1.33, -0.80)
(-1.33, 1.33, 1.33, -0.99)
(1.33, 1.33, 1.33, -1.16)
(4.00, 1.33, 1.33, -1.14)
(-4.00, 4.00, 1.33, -3.24)
(-1.33, 4.00, 1.33, -3.60)
(1.33, 4.00, 1.33, -3.77)
(4.00, 4.00, 1.33, -3.66)
(-4.00, -4.00, 4.00, 4.48)
(-1.33, -4.00, 4.00, 4.21)
(1.33, -4.00, 4.00, 4.19)
(4.00, -4.00, 4.00, 4.08)
(-4.00, -1.33, 4.00, 1.85)
(-1.33, -1.33, 4.00, 1.55)
(1.33, -1.33, 4.00, 1.48)
(4.00, -1.33, 4.00, 1.43)
(-4.00, 1.33, 4.00, -0.68)
(-1.33, 1.33, 4.00, -0.94)
(1.33, 1.33, 4.00, -1.11)
(4.00, 1.33, 4.00, -1.17)
(-4.00, 4.00, 4.00, -3.15)
(-1.33, 4.00, 4.00, -3.41)
(1.33, 4.00, 4.00, -3.71)
(4.00, 4.00, 4.00, -3.75)

Density Buffer:
(-4.00, -4.00, -4.00, 4.36)
(-1.33, -4.00, -4.00, 4.23)
(1.33, -4.00, -4.00, 4.25)
(4.00, -4.00, -4.00, 4.24)
(-4.00, -1.33, -4.00, 1.76)
(-1.33, -1.33, -4.00, 1.62)
(1.33, -1.33, -4.00, 1.64)
(4.00, -1.33, -4.00, 1.73)
(-4.00, 1.33, -4.00, -0.70)
(-1.33, 1.33, -4.00, -0.92)
(1.33, 1.33, -4.00, -0.98)
(4.00, 1.33, -4.00, -0.72)
(-4.00, 4.00, -4.00, -3.44)
(-1.33, 4.00, -4.00, -3.71)
(1.33, 4.00, -4.00, -3.72)
(4.00, 4.00, -4.00, -3.23)
(-4.00, -4.00, -1.33, 4.25)
(-1.33, -4.00, -1.33, 4.13)
(1.33, -4.00, -1.33, 4.14)
(4.00, -4.00, -1.33, 4.07)
(-4.00, -1.33, -1.33, 1.66)
(-1.33, -1.33, -1.33, 1.51)
(1.33, -1.33, -1.33, 1.49)
(4.00, -1.33, -1.33, 1.48)
(-4.00, 1.33, -1.33, -0.79)
(-1.33, 1.33, -1.33, -1.02)
(1.33, 1.33, -1.33, -1.13)
(4.00, 1.33, -1.33, -1.00)
(-4.00, 4.00, -1.33, -3.33)
(-1.33, 4.00, -1.33, -3.72)
(1.33, 4.00, -1.33, -3.79)
(4.00, 4.00, -1.33, -3.53)
(-4.00, -4.00, 1.33, 4.27)
(-1.33, -4.00, 1.33, 4.13)
(1.33, -4.00, 1.33, 4.12)
(4.00, -4.00, 1.33, 4.04)
(-4.00, -1.33, 1.33, 1.68)
(-1.33, -1.33, 1.33, 1.48)
(1.33, -1.33, 1.33, 1.44)
(4.00, -1.33, 1.33, 1.41)
(-4.00, 1.33, 1.33, -0.80)
(-1.33, 1.33, 1.33, -0.99)
(1.33, 1.33, 1.33, -1.16)
(4.00, 1.33, 1.33, -1.14)
(-4.00, 4.00, 1.33, -3.24)
(-1.33, 4.00, 1.33, -3.60)
(1.33, 4.00, 1.33, -3.77)
(4.00, 4.00, 1.33, -3.66)
(-4.00, -4.00, 4.00, 4.48)
(-1.33, -4.00, 4.00, 4.21)
(1.33, -4.00, 4.00, 4.19)
(4.00, -4.00, 4.00, 4.08)
(-4.00, -1.33, 4.00, 1.85)
(-1.33, -1.33, 4.00, 1.55)
(1.33, -1.33, 4.00, 1.48)
(4.00, -1.33, 4.00, 1.43)
(-4.00, 1.33, 4.00, -0.68)
(-1.33, 1.33, 4.00, -0.94)
(1.33, 1.33, 4.00, -1.11)
(4.00, 1.33, 4.00, -1.17)
(-4.00, 4.00, 4.00, -3.15)
(-1.33, 4.00, 4.00, -3.41)
(1.33, 4.00, 4.00, -3.71)
(4.00, 4.00, 4.00, -3.75)
